framework_key,framework_name,requirement_key,title,category,requirement_type,description,source_reference,measurement_key,evidence_types,verification_mode,verification_label,verification_guidance,canonical_control_key,canonical_control_name,mapping_status,mapping_type,mapping_confidence,mapping_basis,mapping_review_status,mapping_limitation,mapping_next_step,assessment_granularity,assessment_methods,scoring_model,required_artifacts,audit_boundary,authority_statement,assessment_method_reference,assessment_objective,applicability,pass_criteria,partial_criteria,fail_criteria,level_1,level_2,level_3,level_4
cis-controls-8.1,CIS Critical Security Controls,cis.11,Data Recovery,Recovery,Control,Establish and maintain data recovery practices sufficient to restore assets and data.,CIS Controls v8.1: Control 11,,backup_inventory; restore_test,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.recovery,Recovery,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Data Recovery safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.12,Network Infrastructure Management,Network,Control,Establish and maintain a secure network architecture and lifecycle process.,CIS Controls v8.1: Control 12,,network_inventory; architecture_review,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.network,Network,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Network Infrastructure Management safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.13,Network Monitoring and Defense,Network,Control,Maintain comprehensive network monitoring and defense.,CIS Controls v8.1: Control 13,,network_telemetry; detection_inventory,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.network,Network,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Network Monitoring and Defense safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.14,Security Awareness and Skills Training,People,Control,Establish and maintain security awareness and role-based skills training.,CIS Controls v8.1: Control 14,,training_record; training_completion,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.people,People,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Security Awareness and Skills Training safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.15,Service Provider Management,Third party,Control,Evaluate service providers that hold enterprise data or support enterprise platforms.,CIS Controls v8.1: Control 15,,supplier_inventory; contract_review,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.third-party,Third party,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Service Provider Management safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.16,Application Software Security,Application security,Control,Manage the security life cycle of application software.,CIS Controls v8.1: Control 16,,application_inventory; secure_development_review,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.application-security,Application security,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Application Software Security safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.17,Incident Response Management,Incident response,Control,Establish and maintain an incident response program with defined roles and procedures.,CIS Controls v8.1: Control 17,,incident_response_plan; exercise_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.incident-response,Incident response,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Incident Response Management safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cis-controls-8.1,CIS Critical Security Controls,cis.18,Penetration Testing,Assurance,Control,Test the effectiveness and resiliency of enterprise assets and controls through periodic penetration testing.,CIS Controls v8.1: Control 18,,penetration_test_report; remediation_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.assurance,Assurance,provisional,rollup,medium,CIS Controls v8.1 Control titles and implementation-group structure support grouping safeguards into shared security capability areas.,approved_for_rollup,This catalog is at Control level. CIS v8.1 contains 153 safeguards; safeguard-level assessment and the CIS Assessment Specification are required for an audit conclusion.,"Add safeguard-level content, implementation groups, and CAS measurement procedures.",Safeguard,CIS Assessment Specification measures; procedure review where specified,Safeguard implementation status; organization-defined scope and exceptions,CIS safeguard scope; CAS inputs and measures; implementation evidence; exception record,"CIS Controls are a prioritized control set; this app provides readiness evidence, not CIS certification",Control-level rows are roll-up navigation until safeguard-level CAS content is loaded and reviewed,CIS Controls Assessment Specification safeguard measurement procedures,Determine whether the Penetration Testing safeguard area is implemented for the defined scope using the applicable CIS Assessment Specification measures.,Apply to the safeguards and implementation group in scope; record exclusions and dependencies.,"Applicable CAS measures and operating evidence meet the defined safeguard outcome, with exceptions owned and current.","Implementation evidence exists but one or more applicable measures, dependencies, or exceptions remain incomplete.",The safeguard outcome cannot be demonstrated with current evidence or the applicable measures are materially unmet.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ac,Access Control,Access Control,Control,"Limit information system access to authorized users, processes, devices, and approved functions.",CMMC 2.0 Level 2: AC,,access_policy; role_matrix; access_review,hybrid,Document + Splunk tracking,"Review the access policy and role design, then use current access review or authentication evidence to confirm operation.",category.access-control,Access Control,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Access Control domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.at,Awareness and Training,Awareness and Training,Control,Provide security awareness and role-based training to personnel with CUI responsibilities.,CMMC 2.0 Level 2: AT,,training_policy; training_records; completion_report,document,Document review,"Review the approved training policy, assignments, completion evidence, overdue remediation, and role-specific content.",category.awareness-and-training,Awareness and Training,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Awareness and Training domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.au,Audit and Accountability,Audit and Accountability,Control,"Create, protect, review, and retain audit records for accountable activity.",CMMC 2.0 Level 2: AU,,audit_policy; log_source_inventory; retention_report,hybrid,Document + Splunk tracking,"Review the audit policy and use Splunk tracking to show source coverage, review activity, alerting, and retention.",category.audit-and-accountability,Audit and Accountability,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Audit and Accountability domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ca,Assessment,Assessment,Control,Assess and monitor security controls and manage plans of action for deficiencies.,CMMC 2.0 Level 2: CA,,assessment_report; poam; monitoring_report,hybrid,Document + Splunk tracking,"Review the assessment scope and POA&M, then verify findings have owners, due dates, and current status.",category.assessment,Assessment,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Assessment domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.cm,Configuration Management,Configuration Management,Control,"Establish and maintain secure baselines, inventories, and controlled changes.",CMMC 2.0 Level 2: CM,,configuration_baseline; asset_inventory; change_record,technical,Splunk tracking,"Use a configuration or asset dashboard to show baseline coverage, drift, approved changes, and exceptions.",category.configuration-management,Configuration Management,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Configuration Management domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
